Date,Open,High,Low,Close,Adj Close,Volume
2000-10-26,44.96875,46.5625,44.90625,46.09375,27.69114875793457,2265000
2000-10-27,46.15625,46.75,45.3125,46.75,28.085391998291016,2140800
2000-10-30,46.625,47.875,46.03125,47.5,28.535951614379883,2955200
2000-10-31,47.125,48.375,46.28125,48.3125,29.02407455444336,4168000
2000-11-01,48.125,48.96875,47.40625,47.5625,28.573511123657227,2673200
2000-11-02,47.59375,47.96875,47.21875,47.46875,28.517183303833008,2785800
2000-11-03,47.34375,47.53125,46.90625,47.4375,28.498416900634766,2503000
2000-11-06,47.375,49.125,47.125,48.6875,29.24936294555664,3368000
2000-11-07,49.125,49.125,48.0,48.46875,29.11793327331543,1812200
2000-11-08,48.78125,49.875,47.875,48.65625,29.230588912963867,2876400
2000-11-09,48.1875,49.25,47.5625,48.6875,29.24936294555664,2205800
2000-11-10,48.8125,49.21875,47.3125,47.5,28.535951614379883,1960000
2000-11-13,47.0625,47.875,47.03125,47.40625,28.47964859008789,2245400
2000-11-14,47.03125,47.71875,46.375,47.5,28.535951614379883,2655000
2000-11-15,47.03125,48.34375,47.03125,47.6875,28.648603439331055,2950600
2000-11-16,48.625,48.6875,46.84375,47.65625,28.629825592041016,3067600
2000-11-17,48.0,48.5,47.59375,48.0,28.83634376525879,3314400
2000-11-20,48.21875,48.34375,47.125,47.3125,28.423324584960938,3055400
2000-11-21,47.125,47.9375,47.125,47.84375,28.91972541809082,2340400
2000-11-22,47.53125,48.5,47.53125,47.90625,28.957496643066406,2156600
2000-11-24,47.90625,48.03125,47.5625,47.90625,28.957496643066406,990800
2000-11-27,48.03125,50.0,47.5625,49.625,29.996444702148438,4653800
2000-11-28,49.25,50.625,49.0625,49.4375,29.883085250854492,3735800
2000-11-29,49.5625,50.0625,49.53125,50.0625,30.260873794555664,2641200
2000-11-30,50.0625,50.125,49.1875,49.9375,30.185319900512695,2936400
2000-12-01,49.625,50.15625,49.625,49.8125,30.10975456237793,2528600
2000-12-04,49.9375,53.3125,49.71875,52.5,31.734251022338867,12211000
2000-12-05,53.625,59.5,53.625,58.3125,35.24768829345703,29116000
2000-12-06,57.71875,58.375,57.28125,57.5625,34.79435348510742,12515200
2000-12-07,57.15625,57.40625,56.25,57.34375,34.66212463378906,7502400
2000-12-08,57.4375,58.59375,56.78125,58.46875,35.34213638305664,6358600
2000-12-11,57.90625,58.15625,57.25,57.625,34.8321418762207,3296600
2000-12-12,57.1875,57.375,56.8125,56.9375,34.41656494140625,4116400
2000-12-13,57.0,57.5,56.25,56.90625,34.39765548706055,2852600
2000-12-14,56.53125,57.1875,55.09375,55.5,33.54764938354492,4081200
2000-12-15,56.625,56.875,55.625,56.09375,33.90654373168945,5946400
2000-12-18,56.9375,57.46875,56.5625,57.3125,34.64323043823242,4021800
2000-12-19,57.3125,58.0,56.3125,56.875,34.3787727355957,4642000
2000-12-20,55.125,56.84375,55.125,56.46875,34.133216857910156,3838800
2000-12-21,55.75,56.96875,54.75,56.34375,34.057674407958984,4810600
2000-12-22,56.21875,56.71875,55.4375,56.375,34.07654571533203,3660000
2000-12-26,56.6875,57.5,56.09375,57.5,34.75657272338867,1999600
2000-12-27,57.9375,59.6875,57.1875,59.59375,36.022159576416016,2565600
2000-12-28,59.25,61.46875,58.125,60.96875,36.85327911376953,4287200
2000-12-29,60.96875,61.46875,59.8125,60.25,36.41884231567383,2754200
2001-01-02,59.0625,60.75,58.75,59.59375,36.022159576416016,4651200
2001-01-03,59.0,59.9375,58.1875,58.90625,35.60658645629883,4754400
2001-01-04,58.9375,59.75,57.78125,59.5,35.965484619140625,4060400
2001-01-05,58.5,58.5,55.28125,57.28125,34.62433624267578,8367000
2001-01-08,56.5,57.6875,54.78125,57.625,34.8321418762207,5486600
2001-01-09,57.46875,57.59375,56.0625,56.71875,34.28432846069336,3962800
2001-01-10,55.3125,56.25,54.5,56.15625,33.9443244934082,4344400
2001-01-11,56.1875,56.96875,54.78125,56.0625,33.88764190673828,4190600
2001-01-12,56.0625,56.09375,54.25,54.84375,33.150970458984375,3655800
2001-01-16,55.3125,56.75,55.03125,56.75,34.303218841552734,4247400
2001-01-17,53.25,55.0,52.9375,55.0,33.245418548583984,11552200
2001-01-18,55.0,55.0,53.875,54.5,32.94318389892578,5365800
2001-01-19,54.46875,54.46875,53.09375,53.375,32.26317596435547,4061600
2001-01-22,53.28125,54.5,52.71875,54.4375,32.90541458129883,4052400
2001-01-23,54.4375,55.84375,54.21875,55.5,33.54764938354492,3528800
2001-01-24,54.75,55.3125,52.875,53.5625,32.376502990722656,3703000
2001-01-25,53.5,54.90625,52.03125,54.75,33.09428787231445,4224000
2001-01-26,54.78125,55.28125,53.4375,53.65625,32.43317794799805,2956000
2001-01-29,53.654998779296875,53.900001525878906,52.935001373291016,53.64500045776367,32.42636489868164,3075400
2001-01-30,53.375,56.0,53.224998474121094,55.70000076293945,33.66853713989258,4625200
2001-01-31,55.70500183105469,56.45000076293945,55.20500183105469,55.32500076293945,33.44186019897461,4077800
2001-02-01,55.45000076293945,56.744998931884766,54.755001068115234,55.775001525878906,33.7138786315918,3784600
2001-02-02,55.400001525878906,55.849998474121094,53.79999923706055,54.3650016784668,32.861576080322266,3324200
2001-02-05,54.150001525878906,55.81999969482422,54.150001525878906,54.8849983215332,33.175899505615234,3290600
2001-02-06,55.54999923706055,56.625,55.11000061035156,55.83000183105469,33.74712371826172,3080600
2001-02-07,55.54999923706055,57.07500076293945,55.54999923706055,55.939998626708984,33.8135986328125,2803600
2001-02-08,56.435001373291016,56.474998474121094,55.595001220703125,56.025001525878906,33.864990234375,2102400
2001-02-09,56.150001525878906,56.154998779296875,55.220001220703125,55.33000183105469,33.44487380981445,1741800
2001-02-12,55.2400016784668,56.2400016784668,55.189998626708984,56.2400016784668,33.994956970214844,2721800
2001-02-13,56.2400016784668,57.70000076293945,56.099998474121094,57.06999969482422,34.49666213989258,3377200
2001-02-14,57.06999969482422,57.06999969482422,54.505001068115234,55.48500061035156,33.53857421875,4208000
2001-02-15,55.42499923706055,57.45000076293945,55.025001525878906,57.375,34.68100357055664,2804200
2001-02-16,57.375,57.474998474121094,55.73500061035156,56.61000061035156,34.21858596801758,3509600
2001-02-20,56.6150016784668,57.369998931884766,56.57500076293945,56.91999816894531,34.40597915649414,3459400
2001-02-21,56.5,57.119998931884766,55.625,55.630001068115234,33.80439758300781,3193800
2001-02-22,56.17499923706055,56.25,54.314998626708984,55.125,33.497520446777344,4349600
2001-02-23,55.474998474121094,55.70000076293945,54.935001373291016,55.20000076293945,33.54310607910156,5620400
2001-02-26,55.5,55.95000076293945,55.03499984741211,55.67499923706055,33.83173370361328,3368000
2001-02-27,56.150001525878906,56.7400016784668,55.349998474121094,56.5,34.33304977416992,3815800
2001-02-28,56.505001068115234,57.03499984741211,56.01499938964844,56.375,34.25709915161133,4183200
2001-03-01,56.375,56.470001220703125,54.650001525878906,54.79999923706055,33.30003356933594,5021800
2001-03-02,54.775001525878906,56.4900016784668,54.2599983215332,55.665000915527344,33.825660705566406,5335400
2001-03-05,56.099998474121094,56.54999923706055,55.724998474121094,56.099998474121094,34.08999252319336,2659000
2001-03-06,56.75,56.75,55.939998626708984,56.125,34.105186462402344,3172200
2001-03-07,56.150001525878906,56.6150016784668,56.08000183105469,56.46500015258789,34.31180191040039,2920800
2001-03-08,56.95000076293945,58.75,56.630001068115234,58.595001220703125,35.606117248535156,4856800
2001-03-09,58.45000076293945,59.875,57.525001525878906,58.20500183105469,35.369140625,6008200
2001-03-12,58.0,58.400001525878906,55.5,55.900001525878906,33.96846389770508,5499600
2001-03-13,56.45000076293945,56.45000076293945,53.25,53.849998474121094,32.72275161743164,9926000
2001-03-14,52.5,55.0,52.255001068115234,53.755001068115234,32.66501998901367,11314000
2001-03-15,54.70000076293945,54.959999084472656,54.0,54.619998931884766,33.19064712524414,4221600
2001-03-16,55.150001525878906,55.150001525878906,52.75,53.005001068115234,32.20927810668945,6756800
2001-03-19,53.005001068115234,54.32500076293945,52.6150016784668,53.9900016784668,32.807823181152344,4714400
2001-03-20,53.9900016784668,54.75,52.6150016784668,52.619998931884766,31.975317001342773,5505000
2001-03-21,52.6150016784668,52.900001525878906,51.0099983215332,51.814998626708984,31.486156463623047,8985600
2001-03-22,50.5,51.75,49.25,50.904998779296875,30.93317985534668,13475400
2001-03-23,51.125,51.724998474121094,49.75,50.875,30.914939880371094,7820400
2001-03-26,50.75,53.25,50.75,52.01499938964844,31.607685089111328,5447400
2001-03-27,52.0,53.150001525878906,51.380001068115234,52.70500183105469,32.0269775390625,6526400
2001-03-28,51.82500076293945,52.474998474121094,51.22999954223633,52.415000915527344,31.850753784179688,4470600
2001-03-29,52.0099983215332,52.0099983215332,50.275001525878906,51.400001525878906,31.233970642089844,4987000
2001-03-30,51.525001525878906,52.625,51.025001525878906,51.95000076293945,31.56818199157715,3696200
2001-04-02,51.79999923706055,53.04999923706055,50.75,51.025001525878906,31.006101608276367,4640600
2001-04-03,50.67499923706055,51.0,49.255001068115234,49.95500183105469,30.35590171813965,6518000
2001-04-04,49.95000076293945,51.0,48.58000183105469,49.310001373291016,29.963947296142578,8049800
2001-04-05,50.5,51.92499923706055,50.4900016784668,51.6150016784668,31.36463165283203,5920400
2001-04-06,51.17499923706055,51.45000076293945,50.3849983215332,51.0,30.990915298461914,3722600
2001-04-09,51.900001525878906,52.599998474121094,51.529998779296875,52.290000915527344,31.774782180786133,3954400
2001-04-10,52.75,55.900001525878906,52.625,54.28499984741211,32.987091064453125,7774400
2001-04-11,55.5,55.599998474121094,53.125,53.404998779296875,32.45235061645508,4574400
2001-04-12,53.0,54.119998931884766,52.70000076293945,53.8650016784668,32.73186492919922,3257600
2001-04-16,53.86000061035156,55.35499954223633,53.86000061035156,55.2400016784668,33.56740188598633,4091600
2001-04-17,54.7400016784668,55.32500076293945,54.099998474121094,54.45000076293945,33.08735275268555,3664400
2001-04-18,55.29999923706055,58.625,54.45000076293945,58.0,35.24456024169922,6839600
2001-04-19,57.875,58.25,57.01499938964844,58.25,35.39646530151367,3849400
2001-04-20,57.2599983215332,57.54999923706055,56.07500076293945,56.25,34.18115234375,4346000
2001-04-23,56.29999923706055,58.345001220703125,55.5099983215332,58.150001525878906,35.335716247558594,5980200
2001-04-24,58.099998474121094,59.84000015258789,57.7599983215332,58.05500030517578,35.277984619140625,6300200
2001-04-25,58.05500030517578,58.70000076293945,57.279998779296875,58.51499938964844,35.557518005371094,3360200
2001-04-26,58.66999816894531,59.34000015258789,57.75,58.915000915527344,35.80056381225586,2607000
2001-04-27,58.75,59.82500076293945,58.650001525878906,59.4900016784668,36.14999771118164,3171000
2001-04-30,59.48500061035156,60.959999084472656,59.17499923706055,59.505001068115234,36.15909194946289,5043400
2001-05-01,59.505001068115234,59.505001068115234,58.189998626708984,58.755001068115234,35.7033576965332,3515800
2001-05-02,59.25,59.25,57.84000015258789,58.275001525878906,35.411678314208984,4315800
2001-05-03,58.375,59.400001525878906,57.67499923706055,58.875,35.776275634765625,4016800
2001-05-04,58.375,60.0,58.04999923706055,59.994998931884766,36.45685577392578,4185400
2001-05-07,59.625,60.349998474121094,58.775001525878906,58.95000076293945,35.82183074951172,2934200
2001-05-08,58.939998626708984,59.32500076293945,57.8849983215332,58.18000030517578,35.35395431518555,3610000
2001-05-09,58.18000030517578,59.04999923706055,58.150001525878906,58.46500015258789,35.52711486816406,2607800
2001-05-10,58.67499923706055,59.47999954223633,58.650001525878906,59.02000045776367,35.8643913269043,2344000
2001-05-11,59.02000045776367,59.375,58.224998474121094,58.689998626708984,35.66384506225586,2259800
2001-05-14,58.689998626708984,59.20000076293945,58.625,59.150001525878906,35.94337463378906,1640800
2001-05-15,59.150001525878906,59.875,58.904998779296875,59.07500076293945,35.897789001464844,2843200
2001-05-16,59.04999923706055,62.775001525878906,58.775001525878906,62.75,38.32560729980469,7170600
2001-05-17,62.505001068115234,63.5,61.349998474121094,61.85499954223633,37.778968811035156,8058800
2001-05-18,61.915000915527344,62.20000076293945,61.0,61.525001525878906,37.57740783691406,3933200
2001-05-21,61.54999923706055,61.92499923706055,61.130001068115234,61.54499816894531,37.589630126953125,2800000
