Date,Open,High,Low,Close,Adj Close,Volume
1999-12-31,48.40625,49.375,48.0,48.9375,28.847471237182617,1021200
2000-01-03,48.03125,48.25,47.03125,47.1875,27.815881729125977,2173400
2000-01-04,46.4375,47.40625,45.3125,45.3125,26.710594177246094,2713800
2000-01-05,45.5625,48.125,45.5625,46.625,27.484298706054688,3699400
2000-01-06,47.15625,51.25,47.15625,50.375,29.69483184814453,5975800
2000-01-07,50.5625,51.90625,49.96875,51.375,30.2843017578125,4101200
2000-01-10,50.21875,51.75,50.0,51.125,30.13694190979004,3863800
2000-01-11,50.375,51.25,50.25,50.25,29.621150970458984,2357600
2000-01-12,50.96875,51.8125,50.375,50.375,29.69483184814453,2868400
2000-01-13,50.65625,50.9375,50.1875,50.375,29.69483184814453,2244400
2000-01-14,50.375,50.46875,49.46875,49.65625,29.27114486694336,2541800
2000-01-18,48.625,49.625,48.5625,48.5625,28.626405715942383,2114800
2000-01-19,48.875,49.96875,48.875,49.40625,29.123769760131836,2628200
2000-01-20,49.53125,49.6875,47.25,47.5625,28.036928176879883,3104600
2000-01-21,47.625,48.28125,47.28125,47.46875,27.981666564941406,4491800
2000-01-24,47.90625,47.90625,45.8125,46.375,27.336917877197266,2971000
2000-01-25,47.4375,47.4375,45.125,45.6875,26.93166732788086,3691200
2000-01-26,47.9375,48.75,47.65625,48.15625,28.386938095092773,7020800
2000-01-27,48.59375,49.15625,48.03125,48.125,28.36850929260254,2914800
2000-01-28,47.875,47.90625,46.125,46.125,27.189558029174805,3747400
2000-01-31,46.125,48.6875,46.03125,46.8125,27.594818115234375,3282800
2000-02-01,47.1875,48.09375,46.875,47.0625,27.7421932220459,2642200
2000-02-02,46.59375,47.0,46.0,46.25,27.263242721557617,2924200
2000-02-03,45.96875,46.0625,45.0,45.84375,27.023784637451172,3520600
2000-02-04,45.96875,46.21875,44.53125,44.53125,26.25008201599121,3293400
2000-02-07,44.625,44.6875,43.3125,43.8125,25.826398849487305,3935400
2000-02-08,43.8125,45.09375,43.71875,43.84375,25.844818115234375,2884000
2000-02-09,44.3125,44.5,43.75,43.8125,25.826398849487305,2600400
2000-02-10,43.625,43.625,42.65625,43.0,25.347450256347656,4020000
2000-02-11,42.6875,43.25,40.65625,41.46875,24.4448184967041,4491600
2000-02-14,41.625,42.375,41.1875,41.4375,24.426395416259766,3356400
2000-02-15,41.875,45.28125,41.75,44.5625,26.268497467041016,3736000
2000-02-16,44.1875,45.1875,43.78125,44.15625,26.029029846191406,2581800
2000-02-17,44.5,45.9375,44.46875,44.8125,26.415878295898438,3405400
2000-02-18,44.9375,45.34375,43.1875,43.78125,25.80797004699707,2864200
2000-02-22,43.875,45.21875,43.25,45.0625,26.563243865966797,2884600
2000-02-23,45.6875,46.96875,45.40625,46.15625,27.38421058654785,4460800
2000-02-24,45.9375,46.0625,44.78125,45.5,26.994857788085938,3800200
2000-02-25,44.0625,44.65625,42.59375,42.875,25.437471389770508,3627200
2000-02-28,43.46875,44.4375,42.5,43.21875,25.64140510559082,3076600
2000-02-29,42.65625,44.59375,42.3125,44.09375,26.160537719726562,2765400
2000-03-01,43.59375,43.875,42.53125,43.0625,25.5487117767334,2891600
2000-03-02,43.0625,43.875,42.84375,43.03125,25.530166625976562,2186000
2000-03-03,43.875,47.3125,43.75,44.75,26.549888610839844,4581000
2000-03-06,44.65625,45.625,43.625,43.625,25.8824462890625,2052600
2000-03-07,44.125,44.4375,41.0,41.375,24.547523498535156,5195600
2000-03-08,41.4375,42.125,40.5,41.28125,24.491897583007812,4693200
2000-03-09,40.40625,40.96875,40.25,40.46875,24.009857177734375,3258200
2000-03-10,40.3125,41.34375,40.1875,40.75,24.176725387573242,5751600
2000-03-13,39.5,40.25,39.375,39.5,23.43509864807129,3787800
2000-03-14,39.59375,40.0,39.28125,39.5625,23.47218894958496,3156600
2000-03-15,39.09375,41.875,39.09375,41.25,24.473360061645508,4240000
2000-03-16,42.375,44.625,41.96875,44.03125,26.123464584350586,4804800
2000-03-17,43.46875,44.59375,42.9375,42.9375,25.47454833984375,4068200
2000-03-20,42.96875,43.90625,42.6875,43.5,25.80828094482422,2727600
2000-03-21,43.40625,45.75,43.28125,45.21875,26.827999114990234,3827600
2000-03-22,44.5,44.6875,42.5,43.0,25.51163101196289,4404800
2000-03-23,42.375,43.625,42.375,43.5,25.80828094482422,4972000
2000-03-24,45.0,46.625,44.84375,45.4375,26.957786560058594,5925000
2000-03-27,45.46875,45.96875,44.0625,44.3125,26.29032325744629,3254200
2000-03-28,44.0,45.28125,43.8125,44.4375,26.364484786987305,2448000
2000-03-29,44.5,44.5,43.6875,43.8125,25.99367904663086,3280800
2000-03-30,44.03125,45.875,43.8125,44.5,26.40155601501465,3155800
2000-03-31,45.1875,46.0,44.28125,44.28125,26.271800994873047,2459200
2000-04-03,44.6875,46.1875,44.625,45.9375,27.254432678222656,2871400
2000-04-04,46.0,47.78125,44.75,46.46875,27.56962013244629,4841000
2000-04-05,46.4375,47.40625,45.53125,45.5625,27.03195571899414,2875800
2000-04-06,45.65625,47.4375,45.65625,46.6875,27.69940757751465,1756400
2000-04-07,46.8125,47.5625,45.8125,45.8125,27.180267333984375,2501200
2000-04-10,45.9375,47.4375,45.875,46.375,27.514005661010742,2110600
2000-04-11,46.375,48.53125,46.375,47.71875,28.311233520507812,2952200
2000-04-12,48.65625,49.15625,47.3125,47.3125,28.070201873779297,2454600
2000-04-13,47.3125,48.1875,45.875,47.375,28.107290267944336,4152200
2000-04-14,47.03125,47.15625,44.15625,45.40625,26.939245223999023,6141600
2000-04-17,44.59375,45.28125,44.03125,44.9375,26.6611385345459,2893600
2000-04-18,45.0625,45.0625,44.0,44.9375,26.6611385345459,2419200
2000-04-19,44.8125,45.9375,44.5625,45.21875,26.827999114990234,1665200
2000-04-20,45.21875,46.15625,45.0,46.125,27.365665435791016,1983800
2000-04-24,45.625,48.8125,45.625,48.6875,28.8859920501709,3558200
2000-04-25,48.0625,48.15625,44.25,46.90625,27.829185485839844,9044200
2000-04-26,46.75,46.75,43.6875,44.46875,26.383024215698242,6956600
2000-04-27,44.25,44.9375,42.65625,43.71875,25.93806266784668,4835200
2000-04-28,43.71875,43.78125,43.0,43.3125,25.697032928466797,2947000
2000-05-01,43.34375,44.28125,42.53125,43.46875,25.789731979370117,3476400
2000-05-02,43.0,43.78125,42.8125,43.46875,25.789731979370117,2459200
2000-05-03,43.46875,44.125,42.65625,42.90625,25.456012725830078,2445200
2000-05-04,43.09375,43.84375,42.375,42.71875,25.344768524169922,2766200
2000-05-05,42.59375,43.625,42.40625,43.34375,25.7155818939209,2376400
2000-05-08,43.875,43.875,42.75,43.65625,25.900964736938477,1760000
2000-05-09,43.5,43.9375,42.75,43.0,25.51163101196289,1949200
2000-05-10,43.125,43.25,42.40625,42.96875,25.49309730529785,1998400
2000-05-11,43.15625,43.4375,42.78125,42.96875,25.49309730529785,2347400
2000-05-12,42.625,43.0,42.25,42.4375,25.177913665771484,1838400
2000-05-15,42.6875,43.46875,42.65625,42.96875,25.49309730529785,2635000
2000-05-16,43.09375,45.65625,42.78125,45.03125,26.716764450073242,4051400
2000-05-17,44.1875,44.5625,43.8125,44.0,26.274126052856445,2193000
2000-05-18,44.09375,44.3125,43.5,43.53125,25.994218826293945,1599600
2000-05-19,43.09375,43.3125,41.875,42.25,25.2291316986084,2749400
2000-05-22,42.375,42.6875,41.6875,42.09375,25.135831832885742,2568600
2000-05-23,42.09375,42.34375,41.625,42.0625,25.11716651916504,1528400
2000-05-24,42.5,44.375,42.5,44.09375,26.330123901367188,3241000
2000-05-25,43.65625,44.125,42.0,42.46875,25.35975456237793,2512800
2000-05-26,42.59375,43.1875,42.0,42.0,25.079856872558594,1784600
2000-05-30,42.3125,43.28125,42.21875,42.5625,25.415735244750977,1573200
2000-05-31,43.0625,43.65625,42.875,42.875,25.602352142333984,2137000
2000-06-01,43.03125,43.03125,42.1875,42.4375,25.341108322143555,2034000
2000-06-02,43.25,43.375,42.0,42.15625,25.17315673828125,3331600
2000-06-05,42.3125,42.53125,42.0625,42.53125,25.397079467773438,2704600
2000-06-06,42.5,42.5,41.03125,41.15625,24.576021194458008,3139200
2000-06-07,41.15625,41.59375,40.75,40.875,24.408061981201172,3176600
2000-06-08,40.96875,41.0,40.21875,40.875,24.408061981201172,2483200
2000-06-09,40.96875,41.09375,40.59375,40.96875,24.464046478271484,2146200
2000-06-12,41.0,41.90625,40.9375,40.984375,24.47337532043457,2021400
2000-06-13,40.8125,41.65625,40.8125,40.9375,24.44540786743164,2151200
2000-06-14,42.0,42.46875,41.75,42.09375,25.135831832885742,2748600
2000-06-15,42.15625,43.6875,42.125,43.21875,25.807605743408203,4171400
2000-06-16,43.21875,43.21875,42.21875,42.21875,25.21048355102539,3842800
2000-06-19,42.4375,42.75,41.46875,41.75,24.930572509765625,2423400
2000-06-20,41.8125,42.5,40.53125,41.09375,24.538692474365234,2799400
2000-06-21,42.25,43.25,42.03125,43.125,25.75162696838379,3272600
2000-06-22,43.15625,43.875,42.46875,43.03125,25.695648193359375,2798200
2000-06-23,42.4375,42.4375,42.03125,42.21875,25.21048355102539,1579600
2000-06-26,42.1875,42.96875,42.15625,42.75,25.52771759033203,2224800
2000-06-27,43.25,43.9375,43.09375,43.3125,25.863595962524414,3072800
2000-06-28,43.34375,43.4375,42.71875,43.0390625,25.700321197509766,2110400
2000-06-29,42.25,43.40625,42.09375,42.78125,25.546358108520508,2552800
2000-06-30,42.65625,43.0,41.2421875,41.5,24.781278610229492,3603600
2000-07-03,41.5,42.1875,41.5,42.03125,25.0985050201416,1629400
2000-07-05,42.96875,44.6875,42.4375,44.25,26.423404693603516,3385400
2000-07-06,43.71875,44.0625,43.25,43.28125,25.844928741455078,2555800
2000-07-07,43.3125,43.875,43.0,43.0625,25.714309692382812,2649200
2000-07-10,42.625,43.8125,42.5625,43.59375,26.031557083129883,2613800
2000-07-11,43.59375,44.96875,43.375,44.46875,26.55402946472168,3193600
2000-07-12,45.125,45.28125,44.53125,45.03125,26.889928817749023,3123000
2000-07-13,45.4375,45.4375,44.75,44.78125,26.74064826965332,1662400
2000-07-14,44.65625,44.65625,43.3125,43.9375,26.236799240112305,2259000
2000-07-17,43.5,43.75,43.09375,43.625,26.050207138061523,1871400
2000-07-18,43.5625,44.28125,43.53125,44.0,26.274126052856445,1502000
2000-07-19,44.5,44.53125,43.125,43.25,25.826271057128906,3098800
2000-07-20,43.375,43.4375,43.0,43.25,25.826271057128906,2226600
2000-07-21,43.15625,43.1875,42.65625,43.1875,25.78895378112793,1425800
2000-07-24,43.0,45.1875,43.0,44.53125,26.59134864807129,2589800
2000-07-25,44.25,44.84375,44.09375,44.15625,26.3674259185791,2013800
2000-07-26,44.46875,45.71875,44.28125,44.28125,26.44207000732422,3960400
2000-07-27,44.875,45.1875,44.28125,44.5,26.572681427001953,2069400
2000-07-28,44.625,45.8125,44.4375,45.5,27.169822692871094,2395000
2000-07-31,45.46875,45.65625,45.03125,45.03125,26.889928817749023,2240400
2000-08-01,45.25,45.59375,44.625,44.6875,26.684663772583008,2711400
2000-08-02,44.78125,45.3125,44.4375,45.125,26.94590950012207,2003400
2000-08-03,45.34375,45.46875,44.96875,44.96875,26.852609634399414,2093400
2000-08-04,44.96875,45.34375,44.8125,45.0,26.87127685546875,2032800
2000-08-07,45.0,45.46875,45.0,45.4375,27.13251304626465,1593400
2000-08-08,45.46875,46.09375,45.09375,45.6875,27.28180503845215,2862400
2000-08-09,46.125,46.71875,45.8125,46.25,27.617692947387695,3140600
2000-08-10,46.46875,47.75,46.46875,47.4375,28.326793670654297,3862000
2000-08-11,47.46875,48.71875,47.46875,48.375,28.88660430908203,3663800
2000-08-14,48.125,48.125,46.90625,47.84375,28.569385528564453,2292200
2000-08-15,47.90625,47.9375,47.125,47.4375,28.326793670654297,1630800
2000-08-16,47.5,47.5,47.0,47.28125,28.233495712280273,1871000
2000-08-17,47.40625,47.8125,47.15625,47.625,28.43876075744629,1728200
2000-08-18,47.75,47.75,47.375,47.5625,28.401437759399414,1513000
2000-08-21,47.6875,47.90625,47.28125,47.46875,28.34544563293457,1057200
2000-08-22,47.4375,48.5,47.375,48.15625,28.755998611450195,1498800
2000-08-23,48.09375,48.40625,47.65625,47.96875,28.817564010620117,1747200
2000-08-24,47.84375,47.9375,47.25,47.40625,28.47964859008789,1656600
2000-08-25,47.53125,47.875,47.53125,47.875,28.761241912841797,1572800
2000-08-28,48.0,48.71875,47.5625,47.5625,28.573511123657227,1608000
2000-08-29,47.6875,47.8125,47.3125,47.3125,28.423324584960938,1900600
2000-08-30,47.3125,47.5625,46.625,46.6875,28.047840118408203,1784400
2000-08-31,46.59375,47.78125,46.5,46.5078125,27.939899444580078,2093200
2000-09-01,46.96875,47.28125,46.25,46.25,27.785015106201172,3204400
2000-09-05,46.21875,46.4375,45.78125,46.125,27.70992088317871,2271600
2000-09-06,46.78125,47.96875,46.75,47.0625,28.27313232421875,2737800
2000-09-07,46.5,46.625,45.8125,45.8125,27.522174835205078,3829800
2000-09-08,45.125,45.6875,44.5,44.96875,27.01530647277832,3726800
2000-09-11,45.25,45.28125,44.1875,44.46875,26.714914321899414,2630800
2000-09-12,44.21875,44.84375,44.0,44.03125,26.452089309692383,2537400
2000-09-13,44.3125,44.96875,43.09375,43.25,25.982738494873047,2644000
2000-09-14,43.125,43.21875,42.0625,42.5,25.532163619995117,3947600
2000-09-15,43.125,43.125,42.0625,42.5625,25.569717407226562,4802000
2000-09-18,42.1875,42.3125,41.0,41.59375,24.987728118896484,4220200
2000-09-19,42.09375,42.34375,41.53125,41.9375,25.194255828857422,3305400
2000-09-20,41.875,42.34375,40.25,40.875,24.555940628051758,4520000
2000-09-21,42.3125,43.90625,42.25,43.21875,25.963970184326172,5820200
2000-09-22,43.75,44.75,43.125,44.125,26.508394241333008,5092400
2000-09-25,44.0,45.03125,43.875,45.0,27.03407096862793,4293800
2000-09-26,45.0,45.5,44.21875,44.9375,26.996509552001953,5865800
2000-09-27,44.96875,45.625,44.59375,44.96875,27.01530647277832,5071600
2000-09-28,45.09375,46.71875,45.03125,45.8125,27.522174835205078,3306000
2000-09-29,45.6875,46.6875,45.5,45.5625,27.371992111206055,3258200
2000-10-02,45.96875,46.34375,45.40625,45.84375,27.54095458984375,2493400
2000-10-03,45.75,47.46875,45.75,47.0,28.235586166381836,2911600
2000-10-04,46.65625,48.0,46.65625,47.75,28.6861515045166,4045800
2000-10-05,47.5,47.5,46.53125,46.625,28.010299682617188,2555200
2000-10-06,46.875,47.375,46.09375,46.09375,27.69114875793457,2792000
2000-10-09,46.15625,47.15625,45.875,45.875,27.55972671508789,1789600
2000-10-10,46.09375,47.4375,46.09375,46.5625,27.972749710083008,2328800
2000-10-11,47.25,47.71875,46.53125,46.625,28.010299682617188,2367200
2000-10-12,46.5625,46.59375,45.25,45.4375,27.296899795532227,4886800
2000-10-13,45.3125,45.65625,45.3125,45.5,27.334436416625977,6227800
2000-10-16,45.8125,47.4375,45.8125,46.09375,27.69114875793457,2857000
2000-10-17,46.25,46.6875,45.46875,45.5625,27.371992111206055,4001600
2000-10-18,45.125,45.6875,45.125,45.5625,27.371992111206055,4213400
2000-10-19,45.625,45.625,44.21875,44.5,26.733678817749023,4775400
2000-10-20,44.0,44.4375,41.96875,43.625,26.20803451538086,10243000
2000-10-23,46.0,47.0,44.25,44.90625,26.977760314941406,5694200
2000-10-24,45.4375,46.0,44.78125,45.03125,27.052833557128906,2279400
2000-10-25,44.625,45.09375,44.53125,45.0625,27.07160758972168,2882400
